title	themes	movie_moods	keywords	date	directors
Humanoids from the Deep	['Blood and Gore', 'Fantastic Reality']	['Experiments Gone Awry', 'Mutants', 'Terror in the Water']	['mate', 'search', 'beach', 'carnival', 'killing', 'monster', 'mutant', 'rape', 'weapons']	1980	['Barbara Peeters', 'Jimmy T. Murakami']
Pauline à la plage	['Only Human', 'Strictly Speaking']	['Vacation Romances', 'Unrequited Love', 'First Love', 'Twentysomething Life']	['beach', 'cousin', 'vacation', 'manipulation', 'old-flame', 'teenagers', 'womanizer']	1983	['Éric Rohmer']
Lonely Are the Brave	['Tough Guys']	['Escape From Prison', 'Fighting the System', 'Lone Wolves', 'Sheriffs and Outlaws']	['cowboy', 'old-fashioned', 'on-the-run', 'freedom', 'fugitive', 'Modernism', 'police', 'posse', 'respect', 'rugged', 'sheriff', 'values', 'friendship', 'escape', 'helicopter']	1962	['David Miller']
Gang Related	['Tough Guys']	['Police Corruption', 'Drug Trade', 'Going Undercover']	['police-corruption', 'DEA', '(Drug', 'Enforcement', 'Agency)', 'debt', 'frame-up', 'gambling', 'undercover', 'drug-dealer', 'homelessness']	1997	['Jim Kouf']
Criminal Activities	['Adrenaline Rush', 'Tough Guys']	['Betrayal', 'Crime Gone Awry', 'Kidnapping', 'Mafia Life', 'Unlikely Criminals']	['crime', 'crime-lord', 'gang', 'kidnapping', 'kingpin']	2015	['Jackie Earle Haley']
Blackboard Jungle	['Abandon All Hope', 'Nail-biters']	['High School Life', 'Inner City Blues', 'Kids in Trouble', 'Teachers and Students', 'Generation Gap']	['against-the-system', 'education', 'ghetto', 'high-school', 'ideals', 'school', 'teacher']	1955	['Richard Brooks']
The Front	['Food for Thought']	"['Fighting the System', ""Writer's Life"", 'Miscarriage of Justice', ""Actor's Life"", 'Political Corruption', 'Work Ethics']"	['ghost-writer', 'behind-the-scenes', 'blacklist', 'cashier', 'Cold-War', 'con/scam', 'deception', 'suicide', 'writing']	1976	['Martin Ritt']
Doom: Annihilation	['Adrenaline Rush']	['Space Travel', 'Task Forces']	['demon', 'Hell', 'Marines', 'military-base', 'space-travel']	2019	['Tony Giglio']
Turbo: A Power Rangers Movie	['Adrenaline Rush', 'Fantastic Reality']	['Heroic Mission']	['courage', 'destruction-of-universe', 'good-vs-evil', 'kickboxer', 'martial-arts', 'monster', 'ranger[military]', 'Superhero', 'villa']	1997	['Shuki Levy', 'David Winning']
Les valseuses	['Comedy on the Edge', 'Unloveables']	['Arrested Adolescence', 'Nothing Goes Right', 'Playing the Field']	['crime-spree', 'criminal', 'ex-convict', 'friendship', 'low-life', 'on-the-road', 'sex', 'sociopath']	1974	['Bertrand Blier']
Come and Find Me	['Nail-biters', 'Tough Guys']	['Amateur Sleuths', 'Assumed Identities', 'Double Life', 'Lone Wolves', 'Secret Organizations']	['abandonment', 'anxiety', 'cliff-hanger', 'relationship', 'self-determination']	2016	['Zack Whedon']
Koyla	['Nail-biters']	['Out For Revenge', 'Servants and Employers', 'Infidelity']	['extramarital-affair', 'love', 'mute', 'revenge', 'servant']	1997	['Rakesh Roshan']
Colossus: The Forbin Project	['Nail-biters']	['Technology Run Amok', 'Computer Paranoia', 'End of the World']	"['computers', 'Cold-War', ""intelligence[gov't]"", 'missile', 'nuclear-holocaust', 'Soviet']"	1970	['Joseph Sargent']
Booty Call	['Tough Guys']	['Battle of the Sexes', 'Love Triangles', 'Party Film', 'Playing the Field']	['safe-sex', 'sexual-frustration', 'condom', 'double-date', 'sexual-awareness', 'talking-animal', 'bachelor', 'sex']	1997	['Jeff Pollack']
La chèvre	['Just for Fun']	['Nothing Goes Right', 'Private Eyes']	['bumbler', 'detective', 'on-the-road', 'missing-person', 'search', 'accounting', 'amateur', 'investigator', 'jinx']	1981	['Francis Veber']
Red Scorpion	['Tough Guys']	['Political Unrest', 'Switching Sides']	['against-all-odds', 'allegiance', 'assassination', 'double-agent', 'espionage', 'infiltration', 'journey', 'killing', 'officer', 'one-against-odds', 'oppression', 'rebel-leader', 'soldier', 'switching-loyalty']	1988	['Joseph Zito']
Antonia	['Only Human']	"['Mothers and Daughters', 'Bohemian Life', 'Single Parents', ""Women's Friendship""]"	['Dutch[nationality]', 'memory', 'feminism', 'daughter', 'mother', 'love', 'generation-gap']	1995	['Marleen Gorris']
Cop & ½	['Just for Fun']	['Witnessing a Crime']	['hunting', 'killing', 'blackmail', 'coercion', 'detective', 'friendship', 'gambling', 'gangster', 'generation-gap', 'gunfighter', 'investigator', 'motorboat', 'odd-couple', 'police', 'witness']	1993	['Henry Winkler']
The Atticus Institute	['Nail-biters']	['Demonic Possession', 'Experiments Gone Awry', 'Scandals and Cover-Ups']	['cover-up', 'experiment', 'government', 'paranormal', 'supernatural']	2015	['Chris Sparling']
The Funeral	['Angsty', 'Slow Burn']	['Sibling Relationships', 'Family Gatherings', 'Haunted By the Past', 'Mafia Life', 'Crumbling Marriages', 'Labor Unions']	['organized-crime', 'brother', 'gang-war', 'Italian-American', 'murder', 'revenge']	1996	['Abel Ferrara']
Christmas in Connecticut	['In the Mood for Love', 'Pick-Me-Ups']	['Assumed Identities', 'Members of the Press', 'Nothing Goes Right']	['Christmas', 'publicity-stunt', 'columnist', 'holiday', 'romance', 'war-hero', 'cooking', 'homemaker', 'house-guest', 'love', 'advice']	1945	['Peter Godfrey']
Easy Money	['Just for Fun']	['Inheritance at Stake', 'Class Differences', 'Gambling', 'Fathers and Daughters', 'Family Gatherings', 'Social Climbing']	['gambling', 'inheritance', 'money', 'photographer', 'slob', 'smoking', 'wedding']	1983	['James Signorelli']
Electric Dreams	['Fantastic Reality']	['Computer Paranoia', 'Love Triangles', 'Technology Run Amok']	['computers', 'love-songs', 'love-triangle', 'musician', 'artificial-intelligence', 'cello', 'neighbor']	1984	['Steve Barron']
Bol Bachchan	['In a Minor Key']	['Culture Clash', 'Nothing Goes Right']	['Muslim', 'temple', 'village']	2012	['Rohit Shetty']
The Penitent Man	['Nail-biters']	['Doctors and Patients', 'Time Travel']	['marital-problems', 'patient[medical]', 'pregnancy', 'psychiatrist', 'time-travel']	2010	['Nicholas Gyeney']
w Delta z	['Slow Burn', 'Tough Guys']	['Crisis of Conscience', 'Murder Investigations']	['gang-violence', 'investigation', 'police-detective', 'rookie']	2007	['Tom Shankland']
The Forsaken	['Nail-biters']	['Dangerous Attraction', 'Dangerous Friends', 'Vampires']	['hitchhiker', 'vampire', 'bloodsucker', 'road-trip', 'death', 'undead', 'desert', 'immortality', 'drugs', 'AIDS']	2001	['J.S. Cardone']
The Mouse That Roared	['Comedy on the Edge']	['Down on Their Luck', 'Unlikely Heroes']	['nation', 'bomb', 'war', 'wine', 'chance', 'economy', 'finances', 'military', 'Prime-Minister', 'treasury']	1959	['Jack Arnold']
Another Day in Paradise	['Abandon All Hope']	['Dangerous Friends', 'Drug Addiction', 'Drug Trade', 'Kids in Trouble']	['addiction', 'criminal', 'depression', 'drugs', 'friendship', 'girlfriend', 'injury', 'robbery', 'security-guard']	1998	['Larry Clark']
The Man from Earth: Holocene	['Only Human']	['Existential Crisis', 'Forces of Nature', 'Human Giants', 'Keeping a Secret']	['danger', 'disguise', 'hideout', 'humanity', 'secret-identity']	2017	['Richard Schenkman']
Lola Versus	['In a Minor Key']	['Breakups and Divorces', 'Looking For Love', 'Starting Over']	['dating', 'depression', 'fiancee', 'friendship']	2012	['Daryl Wein']
The Hamiltons	['Blood and Gore']	['Curses and Spells', 'Death of a Parent', 'Mental Illness', 'Serial Killers', 'Sibling Relationships']	['family', 'murder', 'sibling', 'suburbs', 'video-camera']	2006	['Mitchell Altieri', 'Phil Flores']
Catacombs	['Nail-biters']	['Woman In Jeopardy']	['catacomb', 'labyrinth', 'stalking', 'tunnel', 'underground[below', 'earth]', 'on-the-run', 'party']	2007	['Tomm Coker', 'David Elliot']
The Devil Rides Out	['Nail-biters', 'Angsty']	['Devil Worship', 'Witches', 'Deal With the Devil', 'Race Against Time', 'Woman In Jeopardy']	['daughter', 'duke', 'rescue', 'human-sacrifice', 'kidnapping', 'sacrifice', 'Satanism', 'soul']	1968	['Terence Fisher']
Surfer, Dude	['Just for Fun']	['Down on Their Luck', 'Existential Crisis', 'Surfing']	['surfing']	2008	['S.R. Bindler']
Le silence de Lorna	['Only Human']	['Cons and Scams', 'Drug Addiction', 'Immigrant Life', 'Marriages of Convenience']	['Belgium', 'boyfriend', 'citizenship', 'entrepreneur', 'gangster', 'Mafia', 'snacks', 'tragedy', 'warning']	2008	['Jean-Pierre Dardenne', 'Luc Dardenne']
Mortal Thoughts	['Spellbinders']	"['Crime Gone Awry', 'Treacherous Spouses', 'Crumbling Marriages', 'Unlikely Criminals', 'Domestic Abuse', ""Women's Friendship""]"	['investigation', 'husband', 'murder', 'spouse-abuse', 'wife', 'flashback', 'friendship']	1991	['Alan Rudolph']
November Criminals	['Spellbinders']	['Amateur Sleuths', 'Murder Investigations', 'Teen Angst', 'Unlikely Heroes']	['amateur-detective', 'murder', 'teenagers', 'underworld']	2017	['Sacha Gervasi']
Young Einstein	['Just for Fun']	['Class Differences', 'Ladder to the Top']	['scientist', 'beer', 'genius', 'inventor', 'theory', 'con/scam']	1988	['Yahoo Serious']
LOL (Laughing Out Loud) ®	['A Good Cry']	['Mothers and Daughters', 'Single Parents', 'Mind Games']	['teenagers']	2008	['Lisa Azuelos']
Smokey and the Bandit Part 3	['Just for Fun']	['Race Against Time']	['police', 'accident', 'brother', 'car', 'chase', 'mistaken-identity', 'on-the-road', 'on-the-run', 'sheriff', 'truck']	1983	['Dick Lowry']
La rafle	['Only Human']	['Doctors and Patients', 'Life Under Occupation', 'Social Injustice', 'Women During Wartime']	['deportation', 'France', 'Jewish', 'Nazi', 'occupation[military]', 'police']	2010	['Rose Bosch']
Koroshi no rakuin	['Nail-biters']	['Assassination Plots', 'Down on Their Luck', 'Hired Killers']	['assassination', 'failure', 'gangster', 'hitman', 'hunting', 'obsession', 'target[object', 'of', 'attack]']	1967	['Seijun Suzuki']
Pari e dispari	['Comedy on the Edge']	['Gambling', 'Mafia Life', 'Sibling Relationships', 'Unlikely Friendships']	['gambling-ring', 'agent[representative]', 'bad-guy', 'espionage', 'gambling', 'good-guy', 'truckdriver', 'undercover']	1978	['Sergio Corbucci']
Little Fish	['Only Human']	['Haunted By the Past', 'One Last Heist', 'Starting Over']	['drug-addiction', 'past', 'recovery[health]']	2005	['Rowan Woods']
The Man from Snowy River	['Young and Old Alike']	['Ranchers', 'White People Among Indians']	['brother', 'cattlemen', 'coming-of-age', 'cowboy', 'horse', 'land', 'land-rights', 'Outback', 'prospector', 'daughter', 'employment', 'journey', 'land-war', 'love', 'mountainman', 'ranch', 'wilderness']	1982	['George Miller']
Bat*21	['For Love of Country']	['Behind Enemy Lines', 'Daring Rescues', 'Heroic Mission']	['military-leader', 'war', 'against-all-odds', 'behind-enemy-lines', 'crash', 'friendship', 'mission[quest]', 'POW/MIA', 'rescue', 'secrets', 'survivor']	1988	['Peter Markle']
Honkytonk Man	['Adrenaline Rush']	"['Alcoholism', ""Musician's Life""]"	['audition', 'country-music', 'musician', 'Great-Depression', 'nephew', 'on-the-road', 'tuberculosis', 'gambling']	1982	['Clint Eastwood']
Riri Shushu no subete	['Only Human']	['Faltering Friendships', 'High School Life', 'Mind Games', 'Dangerous Friends', 'Suicide']	['alienation', 'bully', 'concert', 'extortion', 'petty-crime', 'pimp', 'shoplifting', 'singer', 'teenagers']	2001	['Shunji Iwai']
Kids in the Hall: Brain Candy	['Just for Fun']	['Experiments Gone Awry', 'Mad Scientists', 'Drug Addiction']	['addiction', 'drugs', 'happiness', 'abuse', 'business', 'catatonic', 'finances', 'obsession']	1996	['Kelly Makin']
Trick	['In the Mood for Love', 'Pick-Me-Ups']	['Nothing Goes Right', 'Playing the Field']	['big-city', 'composer', 'homosexual', 'sexual-attraction', 'theater', 'subway']	1999	['Jim Fall']
Nowhere	['Trashy']	['Faltering Friendships', 'Gender-Bending', 'Generation Gap', 'Interracial/Cross-Cultural Romance', 'Sexual Awakening']	['alien[not', 'human]', 'biker', 'bisexuality', 'drug-dealer', 'drugs', 'relationship', 'teen-pop', 'teenagers']	1997	['Gregg Araki']
Wer	['Nail-biters']	['Werewolves']	['attorney', 'medical-test', 'werewolf']	2013	['William Brent Bell']
Sakasama no Patema	['Fantastic Reality']	['Crowned Heads']	['cave', 'community', 'gravity', 'princess']	2013	['Yasuhiro Yoshiura']
Invaders from Mars	['Fantastic Reality']	['Evil Aliens']	['alien[not', 'human]', 'boy', 'invasion', 'spacecraft']	1986	['Tobe Hooper']
Repossessed	['Just for Fun']	['Nothing Goes Right']	['demon', 'con/scam', 'demonic-possession', 'exorcism', 'homemaker', 'monster', 'priest', 'role-switching', 'Satan', 'satanic', 'televangelist']	1990	['Bob Logan']
American Ninja 2: The Confrontation	['Tough Guys']	['Ninjas']	['hostage', 'investigator', 'kidnapping', 'martial-arts', 'missing', 'rescue', 'soldier']	1987	['Sam Firstenberg']
Fat City	['Tough Guys']	['Boxers', 'In Training']	['alcoholism', 'boxing', 'comeback', 'trainer', 'friendship']	1972	['John Huston']
The Future	['Only Human']	['Breakups and Divorces']	['apartment', 'cat', 'couple', 'inner-city']	2011	['Miranda July']
Ghosts of War	['Nail-biters']	['Ghosts', 'On the Run', 'Task Forces', 'Trapped or Confined']	['ghost', 'haunted-house', 'on-the-run', 'soldier', 'trapped', 'world-war']	2020	['Eric Bress']
Patient Zero	['Blood and Gore']	['Doctors and Patients', 'Finding the Cure', 'Plagues and Epidemics', 'Zombies']	['cure', 'virus', 'zombie']	2018	['Stefan Ruzowitzky']
Who's the Man?	['Just for Fun']	['Bumbling Cops', 'Rookie Cops']	['against-all-odds', 'bad-guy', 'bumbler', 'friendship', 'gangster', 'good-guy', 'hip-hop-music', 'ineptitude', 'investigator', 'killing', 'life-changes', 'music', 'police', 'rampage', 'rap-music', 'rookie']	1993	['Ted Demme']
The Russians Are Coming the Russians Are Coming	['Comedy on the Edge']	['Culture Clash', 'Fish Out of Water']	['invasion', 'espionage', 'submarine', 'weapons', 'friendship', 'politician', 'romance']	1966	['Norman Jewison']
In Harm's Way	['For Love of Country', 'Nail-biters']	['Military Life', 'War At Sea', 'Brief Encounters']	['war', 'against-all-odds', 'attack', 'battle[war]', 'military', 'Navy', 'Pacific-Ocean', 'boating', 'territory', 'anti-hero']	1965	['Otto Preminger']
Gimme Shelter	['Triumph of the Spirit']	['Expecting a Baby', 'Kids in Trouble']	['homelessness', 'pregnancy', 'teenagers', 'courage', 'inner-city', 'shelter', 'abuse', 'father', 'hope', 'journey', 'minister', 'poverty', 'struggle']	2013	['Ron Krauss']
Everyone's Hero	['In the Mood for Love']	"['Priceless Artifacts and Prized Objects', 'Obsessive Quests', ""Clearing One's Name"", 'Baseball Players']"	['name-clearing', 'security-guard', 'baseball']	2006	['Colin Brady', 'Christopher Reeve', 'Daniel St. Pierre']
Eden	['Food for Thought']	['Kidnapping', 'Prostitutes', 'Woman In Jeopardy']	['kidnapping', 'Korean-American', 'prostitute/prostitution', 'survivor']	2012	['Megan Griffiths']
The Babymakers	['In a Minor Key']	['Expecting a Baby', 'Nothing Goes Right']	['conception[biology]', 'couple', 'marriage', 'relationship']	2012	['Jay Chandrasekhar']
Call Northside 777	['Nail-biters']	['Members of the Press', 'Miscarriage of Justice', 'Amateur Sleuths']	['false-conviction', 'innocence', 'investigation', 'murder-suspect', 'photograph', 'polygraph', 'reporter', 'reward', 'unjust-imprisonment']	1948	['Henry Hathaway']
Songbird	['Fantastic Reality']	['Plagues and Epidemics', 'Vigilantes']	['disease', 'epidemic', 'martial-law', 'quarantine', 'vigilante']	2020	['Adam Mason']
Dog Eat Dog	['Comedy on the Edge']	['Kidnapping']	['convict', 'fugitive', 'kidnapping', 'Mob', 'mob-boss']	2016	['Paul Schrader']
Penguin Bloom	['Triumph of the Spirit']	['Journey of Self-Discovery', 'Living With Disability', 'Starting Over', 'Unlikely Heroes']	['accident', 'adoption', 'family-vacation', 'paralysis', 'self-discovery', 'starting-over']	2020	['Glendyn Ivin']
Lost in America	['Comedy on the Edge', 'Strictly Speaking']	['Nothing Goes Right', 'Crumbling Marriages', 'Dropping Out', 'Fired or Laid-Off', 'Journey of Self-Discovery', 'Midlife Crises', 'Starting Over']	['on-the-road', 'RV', '(Recreational', 'Vehicle)', 'gambler-compulsive', 'job', 'life-choices', 'money', 'road-trip', 'savings', 'yuppies', 'fish-out-of-water', 'self-discovery', 'advertising']	1985	['Albert Brooks']
Here on Earth	['A Good Cry']	['Battling Illness', 'Dying Young', 'First Love', 'Love Triangles']	['cancer', 'community-service', 'crash', 'diner', 'girlfriend', 'suspension[punishment]', 'valedictorian', 'wealth']	2000	['Mark Piznarski']
La Danza de la Realidad	['Carnal Knowledge']	['Filmmaking']	['autobiography', 'filmmaker', 'philosophy', 'reality']	2013	['Alejandro Jodorowsky']
Justice League vs. the Fatal Five	['Adrenaline Rush']	['Heroic Mission', 'Race Against Time', 'Righting the Wronged', 'Time Travel']	['animation', 'battle[war]', 'fighting', 'sinister', 'super-power', 'Superhero', 'threat', 'time-travel', 'villain']	2019	['Sam Liu']
Obchod na korze	['In a Minor Key', 'Only Human']	['Life Under Occupation', 'Unlikely Friendships', 'Crimes Against Humanity']	['occupation[military]', 'persecution', 'shop', 'woman', 'carpenter', 'Czechoslovakia', 'deportation', 'elderly', 'friendship', 'Jewish', 'betrayal', 'Nazi']	1965	['Ján Kadár', 'Elmar Klos']
The In-Laws	['Just for Fun']	['Eccentric Families', 'Wedding Bells']	['in-law', 'espionage', 'family', 'escapades', 'dentist', 'friendship', 'South-America', 'marriage']	1979	['Arthur Hiller']
The Crucifixion	['Abandon All Hope']	['Chosen One', 'Crisis of Faith', 'Demonic Possession', 'Murder Investigations']	['demon', 'journalist', 'murder', 'nun']	2017	['Xavier Gens']
The Set-Up	['Nail-biters']	['All Washed Up', 'Boxers', 'Cons and Scams']	['boxing', 'conflict', 'corruption', 'gangster', 'integrity', 'manager', 'physical-abuse', 'sports']	1949	['Robert Wise']
I Know Where I'm Going!	['In the Mood for Love']	['Journey of Self-Discovery', 'Otherwise Engaged', 'Opposites Attract']	['romance', 'love', 'marriage-of-convenience', 'Scotland', 'stranded', 'officer']	1945	['Michael Powell', 'Emeric Pressburger']
Stander	['Adrenaline Rush', 'Tough Guys']	['Bank Robbery', 'Crime Sprees', 'Escape From Prison', 'Fighting the System', 'Police Corruption', 'Race Relations']	['candidate', 'moonlighting', 'police-officer', 'prison-escape', 'South-Africa', 'anti-establishment', 'Apartheid', 'corruption', 'crime-spree', 'uprising']	2003	['Bronwen Hughes']
Picnic	['In the Mood for Love']	['Love Triangles', 'Self-Destructive Romance', 'Small-Town Life']	['drifter', 'fiancee', 'lust', 'schoolteacher', 'sexual-attraction', 'small-town', 'spinster', 'friendship']	1955	['Joshua Logan']
A Man Called Horse	['Triumph of the Spirit']	['Switching Sides', 'White People Among Indians']	['aristocracy', 'Britain', 'brutality', 'capture', 'ceremony', 'cross-cultural-relations', 'culture[social', 'culture]', 'initiation', 'man', 'Native-American', 'torture', 'tribe']	1970	['Elliot Silverstein']
The Singing Detective	['Blood and Gore']	['Doctors and Patients', 'Fantasy Life', 'Haunted By the Past', 'Murder Investigations', 'Private Eyes']	['detective', 'disease', 'doctor', 'dream', 'fever', 'hallucination', 'murder']	2003	['Keith Gordon']
South Pacific	['Pick-Me-Ups']	['Interracial/Cross-Cultural Romance', 'Military Life', 'Race Relations', 'Women During Wartime', 'Heroic Mission', 'War At Sea']	['bigotry', 'Marines', 'native', 'Navy', 'nurse', 'prejudice', 'war']	1958	['Joshua Logan']
Other People's Money	['Just for Fun']	['Office Politics', 'Opposites Attract']	['business', 'business-takeover', 'espionage', 'family-business', 'food', 'greed', 'late-bloomers', 'lawyer', 'love', 'patriarch', 'romance', 'ruthlessness', 'takeover']	1991	['Norman Jewison']
Gotcha!	['In a Minor Key']	['Americans Abroad', 'Femmes Fatales']	['college-student', 'coming-of-age', 'espionage', 'game', 'promiscuity', 'school', 'Spring-Break', 'vacation']	1985	['Jeff Kanew']
Cabin Boy	['Just for Fun']	['Nothing Goes Right', 'Saintly Fools']	['boating', 'cabin-boy', 'crew', 'giant', 'sea', 'sea-captain', 'overboard']	1994	['Adam Resnick']
Out to Sea	['Blood and Gore']	['Cons and Scams', 'Starting Over']	['con/scam', 'cruise', 'dance[art]', 'dance-instructor', 'elderly', 'gambling', 'impersonation', 'instructor', 'love', 'romance', 'shipboard', 'widow/widower']	1997	['Martha Coolidge']
Donovan's Reef	['Just for Fun', 'Tough Guys']	['Faltering Friendships', 'Fathers and Daughters', 'Mistaken Identities']	['Navy', 'veteran[military]', 'daughter', 'father', 'estrangement', 'island', 'family', 'missing-person', 'reunion']	1963	['John Ford']
I Hope They Serve Beer in Hell	['Comedy on the Edge', 'Just for Fun', 'Trashy']	['Arrested Adolescence', 'Party Film', 'Wedding Bells']	['bachelor-party', 'stripper']	2009	['Bob Gosse']
The Yellow Handkerchief	['A Good Cry', 'Only Human']	['Coming Home', 'Estrangement', 'Misfits and Outsiders', 'Starting Over', 'Unlikely Friendships']	['accidental-death', 'ex-convict']	2008	['Udayan Prasad']
The Osterman Weekend	['Memory Lane', 'Tough Guys']	['Conspiracies', 'Crisis of Conscience', 'Faltering Friendships', 'Fighting the System', 'Traitorous Spies/Double Agents', 'Voyeurs']	['agent[representative]', 'betrayal', 'CIA', '(Central-Intelligence-Agency)', 'enemy', 'espionage', 'friendship', 'host', 'informer', 'political-intrigue', 'reunion', 'revenge', 'Russia', 'talk-show', 'terror', 'weekend']	1983	['Sam Peckinpah']
House Arrest	['Only Human']	['Mischievous Children', 'Crumbling Marriages', 'Authority Figures [k]']	['divorce', 'dysfunctional', 'son', 'basement', 'imprisonment', 'parent']	1996	['Harry Winer']
Taking Care of Business	['Adrenaline Rush']	['Assumed Identities', 'Big Break', 'Fired or Laid-Off']	['baseball', 'con/scam', 'convict', 'criminal', 'escaped-convict', 'executive', 'mistaken-identity', 'revenge', 'role-switching', 'sports']	1990	['Arthur Hiller']
Vision Quest	['In the Mood for Love']	['High School Life', 'Underdogs', 'Wrestling', 'Age Disparity Romance']	['boy', 'coming-of-age', 'athlete', 'underdog', 'wrestling-Greco-Roman', 'high-school', 'romance', 'artist']	1985	['Harold Becker']
A Walk on the Moon	['In the Mood for Love']	['Infidelity', 'Vacation Romances', 'Family Vacations', 'Crumbling Marriages', 'Mothers and Daughters']	['daughter', 'extramarital-affair', 'family', 'festival', 'hippie', 'mother', 'rock-music']	1999	['Tony Goldwyn']
Ed	['Young and Old Alike']	['Baseball Players', 'Monkeys', 'Talented Animals']	['chimpanzee', 'baseball', 'pitching[sports]', 'minor-league', 'mascot', 'sports']	1996	['Bill Couturié']
Miami Blues	['Tough Guys']	['Crime Sprees', 'Prostitutes']	['sociopath', 'criminal', 'police-detective', 'tracking[following]', 'prostitute/prostitution']	1990	['George Armitage']
Shanghai Express	['A Good Cry', 'A World of Its Own']	['Hostage Situations', 'Train Rides']	['love', 'arrest', 'bad-guy', 'good-guy', 'killing', 'prostitute/prostitution', 'rape', 'rebel', 'scheme', 'self-sacrifice', 'traveling', 'war']	1932	['Josef von Sternberg']
Pygmalion	['In the Mood for Love', 'Pick-Me-Ups']	['Culture Clash', 'Opposites Attract', 'Class Differences', 'Mentors', 'Pygmalion Stories']	['course[education]', 'etiquette', 'forbidden-love', 'how-to', 'Pygmalion', 'role-switching', 'transformation', 'high-society', 'language', 'peasant', 'professor', 'training', 'wager']	1938	['Anthony Asquith', 'Leslie Howard']
Shenandoah	['Triumph of the Spirit']	['Death of a Child', 'Out For Revenge', 'Fathers and Sons', 'Single Parents']	['Civil-War[US]', 'family', 'farmer', 'pacifism', 'slavery', 'soldier', 'son']	1965	['Andrew V. McLaglen']
Punchline	['Only Human']	['Ladder to the Top', 'Mentors', 'Hotshots', 'Redemption']	['anger', 'comedian', 'husband', 'mentor', 'stand-up-comedy', 'talent', 'self-destruction']	1988	['David Seltzer']
The Last American Virgin	['Just for Fun']	['Faltering Friendships', 'First Love', 'Innocence Lost', 'Sexual Awakening']	['abortion', 'coming-of-age', 'friendship', 'sex', 'virgin']	1982	['Boaz Davidson']
Circle of Friends	['Memory Lane', 'Only Human']	['College Life', 'First Love']	['attraction', 'campus', 'college-student', 'friendship', 'love', 'father', 'Ireland', 'rugby']	1995	"[""Pat O'Connor""]"
Frankenstein Meets the Wolf Man	['Spellbinders']	['Experiments Gone Awry', 'Werewolves']	['Frankenstein', 'werewolf', 'monster', 'cure', 'experiment']	1943	['Roy William Neill']
Born to Be Blue	['Only Human']	"['Drug Addiction', ""Musician's Life"", 'Redemption']"	['addiction', 'comeback', 'heroin', 'jazz', 'musician', 'trumpet']	2015	['Robert Budreau']
Acrimony	['Adrenaline Rush']	['Assassination Plots', 'Mental Breakdown', 'Out For Revenge']	['betrayal', 'bitterness', 'husband', 'revenge', 'wife']	2018	['Tyler Perry']
The Good Night	['In the Mood for Love']	"['Existential Crisis', 'Farm Life', ""Musician's Life""]"	['commercialism', 'dream-girl', 'girlfriend', 'intellectualism', 'mid-life-crisis', 'singer']	2007	['Jake Paltrow']
Zoe	['Fantastic Reality']	['Future Dystopias', 'Robots and Androids', 'Workplace Romance']	['future', 'android', 'co-worker', 'relationship']	2018	['Drake Doremus']
The Glenn Miller Story	['Memory Lane']	"[""Musician's Life"", 'Rise and Fall Stories', 'Ladder to the Top']"	['bandleader', 'Big-Band', 'fame', 'military', 'musician', 'rise-to-fame', 'trombone', 'plane-crash']	1954	['Anthony Mann']
Glen or Glenda	['Button Pushers', 'Trashy']	['Double Life', 'Gender-Bending']	['fiancee', 'haunted-house', 'homosexual', 'love', 'secrets', 'sex-change', 'transvestite']	1953	['Edward D. Wood Jr.']
Dot the I	['Spellbinders']	['Love Triangles', 'Romantic Betrayal', 'Wedding Bells']	['actor', 'betrayal', 'Brazilian[nationality]', 'dancer', 'engagement', 'flamenco', 'Spanish[nationality]', 'wedding']	2003	['Matthew Parkhill']
Our Friend	['Only Human']	"['Battling Illness', ""Men's Friendship""]"	['couple', 'family', 'friendship', 'support', 'terminal-illness']	2019	['Gabriela Cowperthwaite']
The Last Tycoon	['Strictly Speaking']	['Filmmaking']	['executive', 'film-company', 'film-producer', 'film-studio', 'Hollywood', 'movie-studio', 'widow/widower']	1976	['Elia Kazan']
The Pope of Greenwich Village	['Tough Guys']	['Bank Robbery', 'Crime Gone Awry', 'Going Straight', 'Inner City Blues']	['cousin', 'organized-crime', 'get-rich-quick-scheme', 'mob-boss', 'racehorse', 'safecracker', 'pregnancy']	1984	['Stuart Rosenberg']
Falcon Rising	['Adrenaline Rush']	['Out For Revenge', 'Vigilantes']	['anti-hero', 'Brazil', 'corruption', 'drugs', 'Marines', 'revenge', 'sister', 'slums']	2014	['Ernie Barbarash']
The Sleeping Dictionary	['In a Minor Key', 'In the Mood for Love']	['Colonialism', 'Culture Clash', 'Forbidden Love', 'Interracial/Cross-Cultural Romance']	['colonialism', 'English[nationality]', 'love', 'servant', 'officer', 'rainforest', 'tradition']	2003	['Guy Jenkin']
Knight Moves	['Nail-biters']	['Mind Games', 'Haunted By the Past', 'Serial Killers', 'Murder Investigations']	['betrayal', 'champion', 'chess', 'investigation', 'investigator', 'killing', 'love', 'murder', 'police', 'psychiatry', 'resort', 'romance', 'seduction', 'serial-killer']	1992	['Carl Schenkel']
The Butcher's Wife	['Fantastic Reality', 'Pick-Me-Ups']	['Matchmakers', 'Psychic Abilities']	['butcher', 'clairvoyance', 'love', 'marriage', 'psychiatry', 'romance', 'supernatural-forces', 'supernatural-powers', 'vacation']	1991	['Terry Hughes']
